MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	MotionID	Date_of_Submission	House	Session	Description	Description_in_Burmese	Issue	Purpose	Status	Date_of_Response	Respondant	Respondant_Position
LWMP-01-0117	U Sarr Mu	ဦးဆာမူး	La Hae Tsp	Sagaing	USDP	Male	Nar Ga	Buddhism	1-Jul-60	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-018	1-Sep-11	First Pyithu Hluttaw	Second Regular Session	Poverty alleviation of ethnic Naga people	“နာဂကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ(လေရှီး၊ လဟယ်၊ နန်းယွန်း) မြို့နယ်များအတွင်း နေထိုင်လျက်ရှိသည့် နာဂတိုင်းရင်းသားများ ဆင်းရဲနွမ်းပါးမှု လျှော့ချရေး”အဆို	Social Welfare	Representation	Recorded	6-Sep-11	Lt-Gen Thein Htay	Border Affairs Minister
UPMP-01-0111	U Saw Ohn	ဦးစောအုန်း	Mon State, Constituency (9)	Mon	USDP	Male	Bamar	Buddhism	12-Jan-49	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-034	13-Sep-11	First Amyotha Hluttaw	Second Regular Session	Losening the poverty of the citizen as an effect of gambling	ဆင်းရဲနွမ်းပါးမှု လျှော့ချနိုင်ရေးအတွက် ချဲထီလောင်းကစားခြင်းအား တစ်နိုင်ငံလုံး ကင်းစင်ပပျောက်အောင် ဆောင်ရွက်ပေးပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Social Welfare	Scrutiny	Recorded	26-Sep-11	Brig-General Kyaw Zan Myint	Deputy Home Minister
UPMP-01-0072	U Saw Taw Palae (a) Saw Mar Nal	ဦးစောတော်ပလဲ (ခ) စောမာနယ်	Kayin State, Constituency (7)	Kayin	KPP	Male	Kayin	Buddhism	7-Nov-51	Agriculture	First Amyotha Hluttaw	2010	2015	UP-01-06-021	6-Mar-13	First Amyotha Hluttaw	Sixth Regular Session	Farming in forest reserve areas	ပတ်ဝန်းကျင် ထိန်းသိမ်းရေးနှင့် သစ်တောရေးရာဝန်ကြီးဌာနက သတ်မှတ်ထားသော ကြိုးဝိုင်းကြိုးပြင် ကာကွယ်တော အတွင်း ပါဝင်သွားသော လယ်ယာ၊ ခြံမြေ၊ ဥယျာဉ်နှင့် ကျေးရွာများအား ပြန်လည် လုပ်ကိုင်စားသောက် နေထိုင်ခွင့်ပြုပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Land Grab	Scrutiny	Recorded	14-Mar-13	U Win Tun	Environmental Conservation and Forestry Minister
LWMP-01-0048	U Saw Thein Aung	ဦးစောသိန်းအောင်	Hlaing Bwe Tsp	Kayin	PDP	Male	Kayin	Buddhism	23-Jul-48	Education	First Pyithu Hluttaw	2010	2015	LWM-01-05-011	7-Nov-12	First Pyithu Hluttaw	Fifth Regular Session	Attending the vocational education for the ethnic		Education	Scrutiny	Recorded	7-Nov-12	Dr Pe Thet Khin	Health Minister
UPMP-01-0070	U Saw Tun Mya Aung (a) U Tun Mya Aung	ဦးစောထွန်းမြေအောင် (ခ) ဦးထွန်းမြအောင်	Kayin State, Constituency (5)	Kayin	USDP	Male	Kayin	Buddhism	20-Mar-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-05-010	6-Nov-12	First Amyotha Hluttaw	Fifth Regular Session	Preparations for household registration of ethnic nationalities	နိုင်ငံတော်အနေဖြင့် နိုင်ငံသားများ၏ မှတ်ပုံတင်နှင့် အိမ်ထောင်စုစာရင်းများ ပြုလုပ်ရာတွင် တိုင်းရင်းသားမျိုးနွယ်စု များ၏ လူဦးရေစာရင်း တိကျမှန်ကန်ရေးနှင့် တိုင်းရင်းသားမျိုးနွယ်စုများ၏ အမည်နာမ ရေးသားဖြည့်စွက်ရာတွင် မှားယွင်းမှုမရှိစေရေးအတွက် ဒေသခံတိုင်းရင်းသားများ ပါဝင်သော အဖွဲ့ဖြင့် ပူးပေါင်းလျက် လိုအပ်သော ကြိုတင်ပြင်ဆင် ဖွဲ့စည်းမှုများ ဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Social Welfare	Scrutiny	Approved	15-Nov-12	U Win Myint	Deputy Immigration and Population Minister
UPMP-01-0070	U Saw Tun Mya Aung (a) U Tun Mya Aung	ဦးစောထွန်းမြေအောင် (ခ) ဦးထွန်းမြအောင်	Kayin State, Constituency (5)	Kayin	USDP	Male	Kayin	Buddhism	20-Mar-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-06-002	9-Jan-13	First Amyotha Hluttaw	Sixth Regular Session	Teaching the democracy pratice at primay school	လူငယ်ဗဟိုပြု အခြေခံပညာ အထက်တန်းကျောင်းများတွင် ဒီမိုကရေစီကျင့်စဉ်များ လေ့ကျင့်ပျိုးထောင်ပေးရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်းအဆို	Education	Scrutiny	Approved	4-Feb-13	U Aye Q	Deputy Education Minister
UPMP-01-0070	U Saw Tun Mya Aung (a) U Tun Mya Aung	ဦးစောထွန်းမြေအောင် (ခ) ဦးထွန်းမြအောင်	Kayin State, Constituency (5)	Kayin	USDP	Male	Kayin	Buddhism	20-Mar-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-06-008	22-Jan-13	First Amyotha Hluttaw	Sixth Regular Session	Improvement of the monastic education system	ရှေးခေတ်မြန်မာ့ ယဉ်ကျေးမှုကို အခြေခံသည့် ကျေးလက်ဗဟိုပြု ရွာဦးဘုန်းတော်ကြီးကျောင်း ပညာရေးစနစ် အဆင့်မြှင့်တင်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Education	Scrutiny	Recorded
UPMP-01-0070	U Saw Tun Mya Aung (a) U Tun Mya Aung	ဦးစောထွန်းမြေအောင် (ခ) ဦးထွန်းမြအောင်	Kayin State, Constituency (5)	Kayin	USDP	Male	Kayin	Buddhism	20-Mar-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-06-012	1-Feb-13	First Amyotha Hluttaw	Sixth Regular Session	Opening The Center of Village Youth at border	နယ်စပ်နှင့် တောင်တန်း ဒေသများတွင်အနာဂတ်ဖွံ့ဖြိုးရေးအတွက် ကျေးလက်ဗဟိုပြုလူငယ် ပျိုးခင်းသင်တန်းကျောင်း စတင်လှစ်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို 	Education	Scrutiny	Approved	22-Feb-13	Dr Maung Maung Htay	Religious Minister
LWMP-01-0015	U Sein Myint	ဦးစိန်မြင့်	Botataung Tsp	Yangon	USDP	Male	Bamar	Buddhism	3-Jul-62	Business	First Pyithu Hluttaw	2010	2015	LWM-01-05-004	23-Oct-12	First Pyithu Hluttaw	Fifth Regular Session	Prescribing the law of industrial Zone		Legislation	Legislation	Recorded	23-Oct-12	U Aye Myint	Industry Minister
LWMP-01-0137	U Sein Winn	ဦးစိန်ဝင်း	Ma U Bin Tsp	Ayeyawady	NLD	Male	Bamar	Buddhism	1-Jan-57	Agriculture	First Pyithu Hluttaw	2012	2015	LWM-01-10-003	4-Jun-14	First Pyithu Hluttaw	Tenth Regular Session	Forming the Development of Agriculture and Irrigation Committee		Agriculture	Scrutiny	Recorded	4-Jun-14	U Khin Zaw	Deputy Agricultural ang Irrigation Minister
LWMP-01-0137	U Sein Winn	ဦးစိန်ဝင်း	Ma U Bin Tsp	Ayeyawady	NLD	Male	Bamar	Buddhism	1-Jan-57	Agriculture	First Pyithu Hluttaw	2012	2015	LWM-01-10-006	30-Jun-14	First Pyithu Hluttaw	Tenth Regular Session	Law for free Stamp Tax at Court for Poor Farmers		Civic Rights	Legislation	Withdrawn
UPMP-01-0149	U Shu Maung	ဦးရှုမောင်	Shan State, Constituency (8)	Shan	USDP	Male	Danu	Buddhism	9-Apr-51	Tourism	First Amyotha Hluttaw	2010	2015	UP-01-02-009	25-Aug-11	First Amyotha Hluttaw	Second Regular Session	Prescribing  Amendment of Hotels and Tourism Law	ခရီးသွားလုပ်ငန်း ဖွံ့ဖြိုးတိုးတက် စေရေးအတွက် ဟိုတယ်နှင့်ခရီးသွားလာရေးဥပဒေအား ဖြည့်စွက်ပြင်ဆင်ပြဋ္ဌာန်းရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Business	Legislation	Approved	26-Aug-11
UPMP-01-0149	U Shu Maung	ဦးရှုမောင်	Shan State, Constituency (8)	Shan	USDP	Male	Danu	Buddhism	9-Apr-51	Tourism	First Amyotha Hluttaw	2010	2015	UP-01-02-012	26-Aug-11	First Amyotha Hluttaw	Second Regular Session	Amendment of the Forest Law	သစ်တောသယံဇာတ မပြုန်းတီးရေးနှင့် သဘာဝပတ်ဝန်းကျင် ထိန်းသိမ်းရေးကို အပြည့်အဝကာကွယ်နိုင်ရေးအတွက် သစ်တော ဥပဒေအား ပြင်ဆင်ပြဋ္ဌာန်းရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Environment	Scrutiny	Recorded	29-Aug-11	U Win Tun	Enviromental Conseration and Forestry Minister
LWMP-01-0017	U Shwe Maung	ဦးရွှေမောင်	Buthee Taung Tsp	Rakhine	USDP	Male	Bamar	Islamism	30-Jun-65	Business	First Pyithu Hluttaw	2010	2015	LWM-01-02-020	2-Sep-11	First Pyithu Hluttaw	Second Regular Session	Developing better university system	“တက္ကသိုလ်၊ ကောလိပ်နှင့် သိပ္ပံကျောင်းတို့တွင် လက်ရှိကျင့်သုံးနေသော သင်ကြားကျက်မှတ်‌ဖြေဆိုသည့် ရှေးရိုးစဉ်လာပညာရေးစနစ်အစား ထို့ထက်ပို၍ ခေတ်မီသောပညာရေး စနစ်တစ်ခုကိုဖော်ဆောင်သင့်ကြောင်း” အဆို	Education	Scrutiny	Recorded	6-Sep-11	Dr Mya Aye	Education Minister
UPMP-01-0084	U Soe Myint	ဦးစိုးမြင့်	Magway Region, Constituency (6)	Magway	USDP	Male	Bamar	Buddhism	7-Jan-48	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-047	14-Nov-11	First Amyotha Hluttaw	Second Regular Session	Making preservation in Upper Ayeyarwaddy rivers along with the higher dam projects	ဧရာဝတီမြစ်ကြီး ရှင်သန်စေရေး အတွက် လိုအပ်သည့်နေရာများတွင် ရေထိန်းတမံကြီးများ တည်ဆောက်ရန်နှင့် မြစ်အောက်ပိုင်းတွင်ရေလမ်းကြောင်းထိန်းသိမ်းရေးစီမံကိန်းများ ထည့်သွင်းဆောင်ရွက် ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Environment	Scrutiny	Recorded	16-Nov-11	U Win Shein	Deputy Transportation Minister
LWMP-01-0036	U Soe Rae	ဦးစိုးရယ်	De Maw So Tsp	Kayah	USDP	Male	Kayah	Buddhism	19-Mar-66	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-05-003	22-Oct-12	First Pyithu Hluttaw	Fifth Regular Session	Managing the lower Public Service Person by Contitution		Judiciary	Scrutiny	Recorded	19-Oct-12	U Soe Maung	President Office Minister
LWMP-01-0063	U Soe Soe	ဦးစိုးစိုး	Htigaing Tsp	Sagaing	USDP	Male	Bamar	Buddhism	13-Nov-56	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-014	31-Aug-11	First Pyithu Hluttaw	Second Regular Session	Dissolution of land disputes by a committee	“မြေယာမှုခင်းများကိုစစ်ဆေးဆုံးဖြတ်ရာတွင် စကားရပ်များ အစားထိုးခြင်းဥပဒေအရ တစ်ဦးတည်းကိုအခွင့်အာဏာပေးခြင်းထက် ကော်မတီ ပုံသဏ္ဍာန်ဖြင့်ဆောင်ရွက်သင့်ပါကြောင်း” အဆို	Real Estate	Scrutiny	Unaccepted
LWMP-01-0063	U Soe Soe	ဦးစိုးစိုး	Htigaing Tsp	Sagaing	USDP	Male	Bamar	Buddhism	13-Nov-56	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-022	6-Sep-11	First Pyithu Hluttaw	Second Regular Session	Using only one question for matric exam	“ တက္ကသိုလ်ဝင်စာမေးပွဲစစ်ဆေးဖြေဆိုမှုတွင်မေးခွန်းများကို တစ်နိုင်ငံလုံးတစ်ပြေးညီကျင့်သုံးဆောင်ရွက်သင့်ပါကြောင်း ” အဆို	Education	Scrutiny	Withdrawn
LWMP-01-0337	U Soe Thar	ဦးစိုးသာ	Twante Tsp	Yangon	USDP	Male	Bamar	Buddhism	11-Nov-44	Civil Service	First Pyithu Hluttaw	2010	2015	CBM-01-04-002	16-Aug-12	First Pyidaungsu Hluttaw	Fourth Regular Session	Release of a report on income and expenditure under the Union Budget Law 2012		Finance	Scrutiny	Approved	23-Aug-12	U Win Shein	Finance and Revenue Minister
LWMP-01-0337	U Soe Thar	ဦးစိုးသာ	Twante Tsp	Yangon	USDP	Male	Bamar	Buddhism	11-Nov-44	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-013	30-Aug-11	First Pyithu Hluttaw	Second Regular Session	Tackling difficulties stemmed from inconsistent exchange rate	“စျေးကွက်တွင်ဖြစ်ပေါ်နေသော အမေရိကန်ဒေါ်လာနှင့် မြန်မာကျပ်ငွေလဲလှယ်နှုန်းကျဆင်းမှုကြောင့် အခက်အခဲကြုံတွေ့နေရသည့် ပြည်တွင်း စီးပွားရေးလုပ်ငန်းများ ပုံမှန်လည်ပတ်နိုင်ရေးအတွက် စီမံဆောင်ရွက်ပေးပါရန်” အဆို	Finance	Scrutiny	Approved	31-Aug-11	U Hla Tun	Finance and Revenue Minister
LWMP-01-0337	U Soe Thar	ဦးစိုးသာ	Twante Tsp	Yangon	USDP	Male	Bamar	Buddhism	11-Nov-44	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-044	30-Sep-11	First Pyithu Hluttaw	Second Regular Session	Reforming state-owned industries	“နိုင်ငံတော်၏ စီးပွားရေးဖွံ့ဖြိုးတိုးတက်ရန်အတွက် လက်ရှိအ‌ခြေအနေနှင့်ကိုက်ညီသော နိုင်ငံပိုင်လုပ်ငန်းများ၊ နိုင်ငံပိုင်ကုမ္ပဏီများ ပေါ်ထွန်းစေရန်လေ့လာဆန်းစစ်မှုများ ပြုလုပ်ပြီး လိုက်လျောညီထွေရှိသော နိုင်ငံတော်ဘတ်ဂျက်စနစ်ကောင်းတစ်ခု ဖြစ်ထွန်းလာမည့် နည်းလမ်း များအား လွှတ်တော်သို့တင်ပြရန်”အဆို	Business	Scrutiny	Approved	17-Oct-11
LWMP-01-0278	U Soe Win	ဦးစိုးဝင်း	Sanchaung Tsp	Yangon	NDF	Male	Bamar	Buddhism	4-Apr-44	Business	First Pyithu Hluttaw	2010	2015	LWM-01-01-013	15-Mar-11	First Pyithu Hluttaw	First Regular Session	Increasing pension rate	'' ပင်စင်လစာငွေများကို နှုန်းအလိုက်ကွဲပြားစွာ ခံစားနေရသည့်အတွက် ယခုခေတ် ကုန်စျေးနှုန်းနှင့် အလွန်ကွာဟနေသောကြောင့် ပင်စင်လစာများကို အဆင့် နှစ်ဆင့် သို့မဟုတ် အဆင့် သုံးဆင့် စဉ်းစားခွဲခြား ထုတ်ပေးပါရန်နှင့် အသက် အုပ်စုအလိုက် စိစစ်ပြဋ္ဌာန်းပေးပါရန် '' အဆို	Social Welfare	Scrutiny	Withdrawn	16-Mar-11	U Hla Tun	Finance and Revenue Minister
LWMP-01-0108	U Soe Win	ဦးစိုးဝင်း	Kyauktada Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Feb-53	Business	First Pyithu Hluttaw	2010	2015	LWM-01-01-017	22-Mar-11	First Pyithu Hluttaw	First Regular Session	Financing small and medium enterprises	“အသေးစား၊ အလတ်စား စက်မှုလုပ်ငန်းများကို ဘဏ္ဍာရေးဆိုင်ရာ အထောက်အပံ့ပေးရေး”အဆို	Business	Scrutiny	Recorded	23-Mar-11	U Hla Tun	Finance and Revenue Minister
LWMP-01-0108	U Soe Win	ဦးစိုးဝင်း	Kyauktada Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Feb-53	Business	First Pyithu Hluttaw	2010	2015	LWM-01-02-047	5-Oct-11	First Pyithu Hluttaw	Second Regular Session	Drafting water resources conservation law	“မြစ်ရေ၊ ချောင်းရေ၊ ‌မြေအောက်ရေစသည့် သဘာဝ သယံဇာတတို့ကို လုပ်ငန်းသဘောအရ ပမာဏများစွာ သုံးစွဲနေမှုမှလည်းကောင်း၊ ရေထုညစ်ညမ်းမှုအန္တရာယ်မှ ကာကွယ်ပေးနိုင်ရန်အတွက်လည်းကောင်း၊ ရေသယံဇာတအသုံးပြုမှုတို့က အများပြည်သူကောင်းကျိုးရှိမှုနှင့် ရေသယံဇာတထိန်းသိမ်းရေးဥပဒေတစ်ရပ် ပြဋ္ဌာန်း ပေးနိုင်ပါရန်”အဆို	Environment	Legislation	Recorded	6-Oct-11	U Win Tun	Environmental Conservation and Forestry Minister
LWMP-01-0108	U Soe Win	ဦးစိုးဝင်း	Kyauktada Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Feb-53	Business	First Pyithu Hluttaw	2010	2015	LWM-01-03-006	17-Feb-12	First Pyithu Hluttaw	Third Regular Session	Producing value-added gems		Mining	Scrutiny	Recorded	17-Feb-12	U Thein Htaik	Mining Minister
LWMP-01-0108	U Soe Win	ဦးစိုးဝင်း	Kyauktada Tsp	Yangon	USDP	Male	Bamar	Buddhism	10-Feb-53	Business	First Pyithu Hluttaw	2010	2015	LWM-01-05-002	19-Oct-12	First Pyithu Hluttaw	Fifth Regular Session	To request the Amarican council give back the right GSP		Business	Scrutiny	Recorded	18-Oct-12	Dr Pwint Hsan	Deputy Commerce Minister
UPMP-01-0033	U Steven Thar Beik	ဦးစတီဗင်သာဘိတ်ခ်	Chin State, Constituency (4)	Chin	CNP	Male	Chin	Christianity	15-Sep-40	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-01-003	9-Mar-11	First Amyotha Hluttaw	First Regular Session	Reforming the current Education system discussing with experts in that field.	လက်ရှိပညာရေးစနစ် ကို ကျွမ်းကျင်ပညာရှင်များနှင့် အတွေ့အကြုံရှိသော ပုဂ္ဂိုလ်များဖြင့် ဘုတ်အဖွဲ့ တစ်ခုဖွဲ့စည်းပြီး ပြန်လည်သုံးသပ်ရန် အဆို	Education	Scrutiny	Rejected	11-Mar-11	Dr Chan Nyein	Education Minister
UPMP-01-0033	U Steven Thar Beik	ဦးစတီဗင်သာဘိတ်ခ်	Chin State, Constituency (4)	Chin	CNP	Male	Chin	Christianity	15-Sep-40	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-01-004	9-Mar-11	First Amyotha Hluttaw	First Regular Session	Reforming the current Health Care system with the experienced members	ကျန်းမာရေး ကဏ္ဍတွင် ကျန်းမာရေး စောင့်ရှောက်မှု အားနည်းနေသဖြင့် အတွေ့အကြုံရှိသော ပညာရှင်များဖြင့် ဘုတ်အဖွဲ့ တစ်ခုဖွဲ့ စည်းပြီးအကောင်းဆုံးနည်းလမ်းချမှတ်ဆောင်ရွက်ပေးနိုင်ပါရန် အဆို	Health	Scrutiny	Rejected	16-Mar-11	Dr Kyaw Myint	Health Minister
UPMP-01-0166	U Swe Aung	ဦးဆွေအောင်	Yangon Region, Constituency (12)	Yangon	USDP	Male	Bamar	Buddhism	18-Apr-51	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-024	2-Sep-11	First Amyotha Hluttaw	Second Regular Session	Making peace and ceasefire with armed crisis and discussing peace without jeopardizing our three main national causes	နိုင်ငံ‌တော်အစိုးရအနေဖြင့် ယနေ့ဖြစ်ပေါ်နေသော လက်နက်ကိုင် ပဋိပက္ခအပေါ် ငြိမ်းချမ်းရေးနှင့် အပစ်အခတ်ရပ်စဲရေး အတွက် တွေ့ဆုံ ဆွေးနွေးရေး ဆောင်ရွက်နိုင်ရန်နှင့် ထိုသို့ဆောင်ရွက်ရာတွင် တို့တာ၀န် အရေးသုံးပါးကို ထိပါးမခံဘဲဆွေးနွေးညှိနှိုင်းဆောင်ရွက်ခြင်းမျိုးသာဆောင်ရွက်သင့် ကြောင်း ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်းအဆို	Peace	Scrutiny	Approved	5-Sep-11	U Kyaw Hsan	Information Minister
UPMP-01-0166	U Swe Aung	ဦးဆွေအောင်	Yangon Region, Constituency (12)	Yangon	USDP	Male	Bamar	Buddhism	18-Apr-51	Business	First Amyotha Hluttaw	2010	2015	UP-01-02-040	5-Oct-11	First Amyotha Hluttaw	Second Regular Session	Managing the joint venture not to harm the incentive of farmer in farming	လယ်ယာကုန်ထုတ်လုပ်မှု ဖွံ့ဖြိုးတိုးတက်ရေးအတွက် အကျိုးတူပူးပေါင်းဆောင်ရွက်ရာတွင် တောင်သူလယ်သမားများ လယ်လုပ်ပိုင်ခွင့်များ ဆုံးရှုံးခြင်းမရှိစေရန် ထိန်းသိမ်းကြပ်မတ်ဆောင်ရွက်ပေးရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်း အဆို	Agriculture	Scrutiny	Recorded	24-Oct-11	U Khin Zaw	Deputy Agriculture and Irragation Minister
UPMP-01-0166	U Swe Aung	ဦးဆွေအောင်	Yangon Region, Constituency (12)	Yangon	USDP	Male	Bamar	Buddhism	18-Apr-51	Business	First Amyotha Hluttaw	2010	2015	UP-01-07-003	25-Jun-13	First Amyotha Hluttaw	Seventh Regular Session	recosidering Irrigable Land Areas	ဆည်ရေပေးဝေနိုင်သည့် မြေဧရိယာများ (Irrigable Land Areas) လျော့နည်းသတ်မှတ် ဖော်ပြချက်များအပေါ် လယ်ယာကိန်းဂဏန်းများ မှန်ကန်စေရေး ပြန်လည်စိစစ်ရန်နှင့် ပြည်ထောင်စုအစိုးရအဖွဲ့၏ ခွင့်ပြုသဘောတူညီချက် ရယူထုတ်ပြန်သွားရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို 	Land Grab	Scrutiny	Approved		U Sett Aung	Deputy National Planing and Developing Economent Minister
LWMP-01-0093	U T Khun Myat	ဦးတီခွန်မြတ်	Kutkai Tsp	Shan	USDP	Male	Kachin	Christianity	30-Oct-50	Law	First Pyithu Hluttaw	2010	2015	LWM-01-04-010	12-Jul-12	First Pyithu Hluttaw	Fourth Regular Session	Prescribing the law to protect the right of Ethnic		Legislation	Scrutiny	Approved	27-Jul-12	U Kyaw Kyaw Win	Deputy Immigration and Population Minister
LWMP-01-0016	U Than Nwe	ဦးသန်းနွယ်	Budalin Tsp	Sagaing	USDP	Male	Bamar	Buddhism	11-Nov-49	Education	First Pyithu Hluttaw	2010	2015	LWM-01-04-013	16-Jul-12	First Pyithu Hluttaw	Fourth Regular Session	To protect the important forest of the country		Environment	Scrutiny	Approved	3-Sep-12	U Aye Myint Maung	Deputy Environmental Conservation and Forestry Minister
UPMP-01-0155	U Than Swe	ဦးသန်းဆွေ	Tanintharyi Region, Constituency (2)	Taninthayi	USDP	Male	Bamar	Buddhism	28-Nov-42	Law	First Amyotha Hluttaw	2010	2015	UP-01-02-029	8-Sep-11	First Amyotha Hluttaw	Second Regular Session	Urging state not to destroy the historical places in Nabulae village of Htawei Deep Sea Project in Taninthayi Division	တနင်္သာရီတိုင်းဒေသကြီး၊ ထားဝယ်ခရိုင်၊ ရေဖြူမြို့နယ် နဘုလယ်ရွာ၌ ထားဝယ်ရေနက်ဆိပ်ကမ်း ပြုလုပ်ရာတွင် သမိုင်းဝင် နေရာများကို မပျက်စီး၊ မထိခိုက်ရန် ထိန်းသိမ်း၍ စနစ်တကျသတ်မှတ်ပေးရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်းအဆို	Environment	Representation	Approved	12-Sep-11	U Tin Naing Thein	National Planning and Economic Developement Minister
UPMP-01-0155	U Than Swe	ဦးသန်းဆွေ	Tanintharyi Region, Constituency (2)	Taninthayi	USDP	Male	Bamar	Buddhism	28-Nov-42	Law	First Amyotha Hluttaw	2010	2012	UP-01-04-012	31-Jul-12	First Amyotha Hluttaw	Fourth Regular Session	Repatriation of the remains of King Thibaw and Queen Supayalat from Ratnagiri, India	အိန္ဒိယပြည် ရတနာဂီရိရှိ နတ်ရွာစံသီပေါမင်းတရားကြီးနှင့် မိဖုရားတို့ ရုပ်အလောင်းများမှ အရိုးများကို မြန်မာပြည်သို့ ပြန်လည်သယ်ဆောင်ပေးပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Culture	Scrutiny	Recorded	7-Nov-12	U Soe Maung	President Office Minister
LWMP-01-0319	U Thein Aung	ဦးသိန်းအောင်	Thanbyuzayat Tsp	Mon	MDP	Male	Mon	Buddhism	14-Nov-55	Business	First Pyithu Hluttaw	2010	2015	LWM-01-06-009	7-Feb-13	First Pyithu Hluttaw	Sixth Regular Session	Prescribing the law of Protection of Civic Right		Civic Rights	Legislation	Recorded	7-Feb-13	U Tun Tun Oo	Union Attorney-General
LWMP-01-0020	U Thein Lwin	ဦးသိန်းလွင်	Chauk Tsp	Magway	USDP	Male	Bamar	Buddhism	14-Jan-49	Education	First Pyithu Hluttaw	2010	2015	LWM-01-04-005	6-Jul-12	First Pyithu Hluttaw	Fourth Regular Session	Making to improve the Energy of country		Energy	Scrutiny	Approved	30-Jul-12	U Than Htay	Energy Minister
LWMP-01-0020	U Thein Lwin	ဦးသိန်းလွင်	Chauk Tsp	Magway	USDP	Male	Bamar	Buddhism	14-Jan-49	Education	First Pyithu Hluttaw	2010	2015	LWM-01-08-007	11-Nov-13	First Pyithu Hluttaw	Eight Regular Session	To celebrate the Diamond Jubliee of 1300 Royal Campaing from Pyithaungsu Htulttaw		Administration	Scrutiny	Recorded		Dr. Lin Aung	D M
LWMP-01-0332	U Thein Nyunt	ဦးသိန်းညွှန့်	Thingangyun Tsp	Yangon	NDF	Male	Bamar	Buddhism	12-Dec-44	Law	First Pyithu Hluttaw	2010	2015	CBM-01-11-005	14-Nov-14	First Pyidaungsu Hluttaw	Eleventh Regular Session	Encroach Sover-eignty of Myanmar by Rohinga Usage of Ban Ki Mon		Politics	Scrutiny	Approved	14-Nov-14	U Shwe Man	Patron of Union Htulttaw
LWMP-01-0332	U Thein Nyunt	ဦးသိန်းညွှန့်	Thingangyun Tsp	Yangon	NNDP	Male	Bamar	Buddhism	12-Dec-44	Law	First Pyithu Hluttaw	2010	2015	LWM-01-02-006	24-Aug-11	First Pyithu Hluttaw	Second Regular Session	Revoking the Contempt of Courts Act	“၁၉၂၆ ခုနှစ်၊ တရားရုံးများကို မထီမဲ့မြင်ပြုမှု အက်ဥပဒေ (The Contempt of Courts Act., Act XII, 1926) ကိုရုပ်သိမ်း ပေးပါရန် ” အဆို	Politics	Legislation	Withdrawn	25-Aug-11	Dr Tun Shin	Union Attorney-General
LWMP-01-0332	U Thein Nyunt	ဦးသိန်းညွှန့်	Thingangyun Tsp	Yangon	NNDP	Male	Bamar	Buddhism	12-Dec-44	Law	First Pyithu Hluttaw	2010	2015	LWM-01-02-008	25-Aug-11	First Pyithu Hluttaw	Second Regular Session	Granting general amnesty	“ အထွေထွေလွတ်ငြိမ်းချမ်းသာခွင့်အမိန့်များ ဆက်လက်ထုတ်ပြန်ရေးအတွက် နိုင်ငံတော်သမ္မတအား ဤလွှတ်တော်က မေတ္တာရပ်ခံကြောင်း”အဆို 	Politics	Scrutiny	Approved	29-Aug-11	Lt-Gen Ko Ko	Home Minister
