MPID	Name	Name_in_Burmese	Constituency	Region	Party	Gender	Ethnicity	Religion	DoB	Previous_Occupation	Parliament	Elected_Year	Term_End_Year	MotionID	Date_of_Submission	House	Session	Description	Description_in_Burmese	Issue	Purpose	Status	Date_of_Response	Respondant	Respondant_Position
UPMP-01-0010	U Khin Maung Yi	ဦးခင်မောင်ရီ	Ayeyawady Region, Constituency (6)	Ayeyawady	USDP	Male	Bamar	Buddhism	29-Aug-49	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-08-007	6-Nov-13	First Amyotha Hluttaw	Eight Regular Session	Disaster Risk Management Committee	နိုင်ငံတော်အနေနှင့် ရာသီဥတု ပြောင်းလဲဖောက်ပြန်ခြင်း၏ အကျိုးသက်ရောက်မှုအပေါ် တုံ့ပြန်ဆောင်ရွက်ရေး အမျိုးသားအဆင့် ကော်မရှင်ကဲ့သို့သော ဝန်ကြီးဌာနပေါင်းစုံ ဘာသာရပ်ဆိုင်ရာ NGO/ INGO များ၊ ပညာရှင်များ စုံညီစွာ ပါဝင်နိုင်မည့် အမျိုးသားအဆင့်အဖွဲ့အစည်းကို ဖွဲ့စည်းတာဝန် ပေးအပ်ခြင်း၊ ရန်ပုံငွေသတ်မှတ် လျာထားခြင်း၊ နိုင်ငံတကာနှင့် ဆက်သွယ်ပေါင်းစပ်၍ သတင်းအချက်အလက်နှင့် နည်းပညာဖလှယ် ရယူခြင်းဖြင့် နှစ်ရှည်အမျိုးသားစီမံကိန်းတစ်ရပ်ကို နိုင်ငံတော်နှင့် ပြည်သူအကျိုး မျှော်ကိုး၍ ချမှတ်ဆောင်ရွက်သွားရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို 	Environment	Scrutiny	Rejected		U Zinyaw	Deputy Transport Minister
LWMP-01-0002	U Khine Maung Yi	ဦးခိုင်မောင်ရည်	Ahlone Tsp	Yangon	NDF	Male	Bamar	Buddhism	20-Oct-69	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-01-005	10-Mar-11	First Pyithu Hluttaw	First Regular Session	Early completion of road network from Chin State to India border	“ ချင်းပြည်နယ်ရှိ အိန္ဒိယနယ်စပ်အထိ ဖောက်လုပ်ဆဲဖြစ်သော လမ်းမကြီးကို ဆောလျင်စွာ ပြီးမြောက်နိုင်ရေး စဉ်းစားပေးပါရန်’’အဆို 	Infrasturctural Development	Scrutiny	Withdrawn
LWMP-01-0002	U Khine Maung Yi	ဦးခိုင်မောင်ရည်	Ahlone Tsp	Yangon	NDF	Male	Bamar	Buddhism	20-Oct-69	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-01-007	11-Mar-11	First Pyithu Hluttaw	First Regular Session	Allowing tourist entry to Chin State	“ချင်းပြည်နယ်အတွင်း နိုင်ငံခြားသားဧည့်သည်နှင့် ခရီးသည်များ ဝင်ရောက်သွားလာခွင့်ပြုရေး” အဆို	Tourism	Scrutiny	Withdrawn
LWMP-01-0002	U Khine Maung Yi	ဦးခိုင်မောင်ရည်	Ahlone Tsp	Yangon	NDF	Male	Bamar	Buddhism	20-Oct-69	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-01-010	14-Mar-11	First Pyithu Hluttaw	First Regular Session	Ensuring universal primary education	'' မြန်မာနိုင်ငံတွင်(၁၀၀%) စာတတ်မြောက်မှု အုတ်မြစ်ခိုင်မာရေး ရှေးရှု အကောင်အထည်ဖော်နိုင်ရန် အခမဲ့ မသင်မနေရ မူလတန်းပညာရေးစနစ် ဖော်ဆောင်မှုအား အခြေခံပညာ အလယ်တန်းအဆင့်အထိ မသင်မနေရ အခမဲ့ပညာရေးစနစ် ( Duty to Educated Children) အဖြစ် ပြဋ္ဌာန်းရန်နှင့် မြန်မာနိုင်ငံအတွင်း နိုင်ငံတကာ တက္ကသိုလ်များနှင့်ချိတ်ဆက်နိုင်သော စာမေးပွဲစနစ်ပါဝင်သည့် သင်ရိုးညွှန်းတမ်းနှင့်ပညာရေးစနစ်ကို အစိုးရနှင့် ပုဂ္ဂလိကပိုင်းကပါ နှစ်ရပ်စလုံးပါဝင် ဆောင်ရွက်နိုင်ရန် သင့်‌လျော်သည့် မူဝါဒများ ရရှိရေး '' အဆို	Education	Scrutiny	Rejected	15-Mar-11	Dr Chan Nyein	Education Minister
LWMP-01-0002	U Khine Maung Yi	ဦးခိုင်မောင်ရည်	Ahlone Tsp	Yangon	NDF	Male	Bamar	Buddhism	20-Oct-69	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-08-001	8-Oct-13	First Pyithu Hluttaw	Eight Regular Session	To Froming Association for Myanmar Languages		Culture	Scrutiny	Recorded		Dr.Zaw Min Aung	D M
LWMP-01-0002	U Khine Maung Yi	ဦးခိုင်မောင်ရည်	Ahlone Tsp	Yangon	NDF	Male	Bamar	Buddhism	20-Oct-69	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-10-014	18-Jul-14	First Pyithu Hluttaw	Tenth Regular Session	Implimantation of Anti-Rape Projects		Administration	Scrutiny	Recorded	18-Jul-14	Brig. Gen. Kyaw Kyaw Tun	Deputy Home Minister
UPMP-01-0055	U Kyaw Din (a) U Htay Yei	ဦးကျော်ဒင် (ခ) ဦးဌေးရယ်	Kayah State, Constituency (2)	Kayah	USDP	Male	Kayan	Buddhism	24-Aug-31	Police	First Amyotha Hluttaw	2010	2015	UP-01-06-010	30-Jan-13	First Amyotha Hluttaw	Sixth Regular Session	Opening the union level of Ethic Department	နိုင်ငံတော်တွင် ပြည်ထောင်စုအဆင့် တိုင်းရင်းသားရေးရာဝန်ကြီးဌာန ဖွင့်လှစ်ပေးရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်း အဆို	Infrasturctural Development	Scrutiny	Rejected	4-Mar-13	U Soe Maung	President Office Minister
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-02-001	23-Aug-11	First Pyithu Hluttaw	Second Regular Session	Formation of monitoring committee over stimulus package	“စီးပွားရေးနှိုးဆွ ငွေကြေးကြိုတင်သုံးစွဲသမျှ ဘတ်ဂျက်ကာလ တစ်ခုအတွင်းပြန်လည်ဖြည့်တင်းသွားရန် စောင့်ကြည့်ထိန်းကျောင်းအဖွဲ့အစည်းတစ်ရပ် ထူထောင်လုပ်ကိုင်ရေး” အဆို	Business	Scrutiny	Withdrawn	24-Aug-11	U Hla Tun	Finance and Revenue Minister
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-02-002	23-Aug-11	First Pyithu Hluttaw	Second Regular Session	Exemption of tax on exports	“ရင်းနှီးမြှုပ်နှံမှုစရိတ်ကျဆင်းစေရန် သွင်းကုန်များနှင့် ပို့ကုန်တိုးတက်ပြီး စီးပွားရေးတိုးနှုန်းမြင့်မားမြန်ဆန်ရန် ပို့ကုန်ခွန်များကို လုံးဝဖယ်ရှားသွားရေး”အဆို	Taxation	Scrutiny	Withdrawn	24-Aug-11	U Hla Tun	Finance and Revenue Minister
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-02-004	24-Aug-11	First Pyithu Hluttaw	Second Regular Session	Prescribing financial rules and regulations for political parties	“နိုင်ငံရေးပါတီများ၏ လိုအပ်သော ဘဏ္ဍာရေးဆိုင်ရာ၊ စည်းမျဉ်းစည်းကမ်းဆိုင်ရာဥပဒေများ ပြည်ထောင်စုလွှတ်တော်မှ အမြန်ဆုံး ပြဋ္ဌာန်းပေးပါရန်”အဆို 	Taxation	Legislation	Withdrawn
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-02-005	24-Aug-11	First Pyithu Hluttaw	Second Regular Session	Reform of microfinance organizations	“အသေးစားချေးငွေလုပ်ငန်းများ စုစည်းလျက် မြီစားတို့၏ အတိုးနှင့်စုဆောင်းငွေကို သာတူညီမျှပါဝင်ရင်းနှီးမြှုပ်နှံသည့် ဝေစုရှယ်ယာ Equity Share အဖြစ် အ‌ခြေခံကာ မြီစားအများပိုင်ငွေကြေးနှင့် လူမှုစီးပွားလုပ်ငန်း Finance and Social Business အဖွဲ့အစည်းကြီးတစ်ရပ် ထူထောင်ရေး ”အဆို 	Business	Scrutiny	Withdrawn
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-02-038	22-Sep-11	First Pyithu Hluttaw	Second Regular Session	National healthcare insurance system	“အမျိုးသားအဆင့် ကျန်းမာရေးစောင့်ရှောက်မှုဆေးကုသခွင့် လုံခြုံရေးစီမံကိန်းတစ်ရပ်ကို (က) ပြည်သူအားလုံးအာမခံ ပေါ်လစီ ဝယ်ယူခွင့်ရရှိပြီးထူထောင် သည့်စနစ်၊ (ခ) ပုံမှန်လုပ်ခ လစာရရှိသောလုပ်သားများလစဉ် နှစ်တွက်ထည့်ဝင်မှုကိုအလုပ်ရှင် နှင့်အစိုးရတို့က ထပ်ဆောင်းပေး သည့် ရန်ပုံငွေဖြင့်ထူထောင်သည့်စနစ်၊ (ဂ) အလုပ်မရှိသေးသူ ရာသီအလိုက်ဝင်ငွေရတောင်သူ လယ်သမားများ၊ အလုပ်မမှန်ပျံကျလုပ်ကိုင်စားသောက်သူ များအတွက် အစိုးရကယာယီစိုက်ထုတ် ထူထောင်သည့်စနစ်များသီးခြားစီထူထောင်ပြီး ညှိနှိုင်းပေါင်းစပ်လုပ်ကိုင်သွားရန်အဆို	Social Welfare	Scrutiny	Recorded	26-Sep-11	Dr Pe Thet Khin	Health Minister
LWMP-01-0121	U Kyi Myint	ဦးကြည်မြင့်	Latha Tsp	Yangon	NDF	Male	Bamar	Buddhism	14-Jul-53	Art	First Pyithu Hluttaw	2010	2015	LWM-01-04-002	5-Jul-12	First Pyithu Hluttaw	Fourth Regular Session	Planning the project for Agriculture and Irrigation		Labour	Scrutiny	Withdrawn	5-Jul-12	U Khin Zaw	Deputy Agriculture and Irrigation Minister
LWMP-01-0043	U Kyi Thar	ဦးကြည်သာ	Gwa Tsp	Rakhine	USDP	Male	Rakhine	Buddhism	19-May-50	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-030	9-Sep-11	First Pyithu Hluttaw	Second Regular Session	Enforcing rural electrification act	“ကျေးလက်ဒေသလျှပ်စစ်မီးရရှိရေးအတွက်ဗဟိုအဆင့်နှင့် တိုင်းဒေသကြီး/ ပြည်နယ်အဆင့်တို့တွင် ကျေးလက်ဒေသလျှပ်စစ်မီးရရှိရေးအဖွဲ့ Board / ကျေးလက်ဒေသ လျှပ်စစ်မီးရရှိရေးဥပဒေ Rural Electrification Act တို့ကို သင့်တော်သည်‌့အချိန်တွင်ဖွဲ့စည်းပြဋ္ဌာန်းဆောင်ရွက်ရန်” အဆို	Infrasturctural Development	Scrutiny	Approved	13-Sep-11	U Khin Maung Soe	Electric Power Minister
LWMP-01-0043	U Kyi Thar	ဦးကြည်သာ	Gwa Tsp	Rakhine	USDP	Male	Rakhine	Buddhism	19-May-50	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-053	14-Nov-11	First Pyithu Hluttaw	Second Regular Session	Revising electricity act	“ လျှပ်စစ်ဥပဒေကို ပြင်ဆင်ဖြည့်စွက်ခြင်းများ ပြုလုပ်သင့်ကြောင်း အဆို	Infrasturctural Development	Legislation	Recorded	16-Nov-11	U Khin Maung Soe	Electric Power Minister
LWMP-01-0043	U Kyi Thar	ဦးကြည်သာ	Gwa Tsp	Rakhine	USDP	Male	Rakhine	Buddhism	19-May-50	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-05-010	7-Nov-12	First Pyithu Hluttaw	Fifth Regular Session	State-funded hydropower projects		Business	Scrutiny	Recorded	7-Nov-12	U Khin Maung Soe	Energy Minister
UPMP-01-0027	U Kyun Kann	ဦးကျွဲန်ခမ်း	Chin State, Constituency (1)	Chin	CPP	Male	Chin	Christianity	1-Jul-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-01-005	10-Mar-11	First Amyotha Hluttaw	First Regular Session	Building Low-Cost-Housing Project to sell low ranking civil servants with installment	တန်ဖိုးနည်းအိမ်ရာများ ဆောက်လုပ်ပြီး ဝန်ထမ်းငယ်များအား ၄င်းတို့၏ လစာငွေမှ လစဉ်အရစ်ကျ ခုနှိမ်စနစ်ဖြင့် ၀ယ်ယူရေး စီစဉ်ပေးရန် အဆို	Infrasturctural Development	Scrutiny	Withdrawn	14-Mar-11	U Khin Maung Myint	Construction Minister
UPMP-01-0027	U Kyun Kann	ဦးကျွဲန်ခမ်း	Chin State, Constituency (1)	Chin	CPP	Male	Chin	Christianity	1-Jul-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-01-008	11-Mar-11	First Amyotha Hluttaw	First Regular Session	Higherig the pansion salary to current salary as they are in those ranks	လက်ရှိလစာနှုန်းထားမမီသော တပ်မတော်မှ အငြိမ်းစားများနှင့် အစိုးရဌာနအသီးသီးမှ အငြိမ်းစားများ၏ ပင်စင် လစာကို မိမိရာထူးအလျောက် လစာငွေအတိုင်း တိုးမြှင့်ပေးရန် အဆို	Social Welfare	Scrutiny	Withdrawn	15-Mar-11	U Hla Tun	Finance and Revenue Minister
UPMP-01-0027	U Kyun Kann	ဦးကျွဲန်ခမ်း	Chin State, Constituency (1)	Chin	CPP	Male	Chin	Christianity	1-Jul-47	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-01-011	15-Mar-11	First Amyotha Hluttaw	First Regular Session	To provide social welfare aids to over 75 people	အသက်(၇၅)နှစ်နှင့် အထက်ရှိသူများအား လစဉ် သင့်တော်သော ထောက်ပံ့ငွေဖြင့် နိုင်ငံတော်က ဂါရဝပြုထောက်ပံ့ရန်နှင့် တပ်မတော်မှ အငြိမ်းစားများနှင့် အစိုးရဌာနအသီးသီးမှ အငြိမ်းစားများကိုလည်း အလားတူ အငြိမ်းစားလစာအပြင် လစဉ်သင့်တော်သော ထောက်ပံ့ငွေပေးရန်အဆို 	Social Welfare	Scrutiny	Withdrawn
LWMP-01-0092	U Lun Thi	ဦးလွန်းသီ	Kunchangon Tsp	Yangon	USDP	Male	Bamar	Buddhism	18-Jul-40	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-028	8-Sep-11	First Pyithu Hluttaw	Second Regular Session	Regulating area-wise paddy plantation	“ စပါးစိုက်ပျိုးမည့်ဧရိယာ(မိုးစပါး၊ နွေစပါး)ကို မူဝါဒတစ်ရပ်သတ်မှတ်ဆောင်ရွက်သင့်ကြောင်း”အဆို	Agriculture	Scrutiny	Recorded	13-Sep-11	U Ohn Than	Deputy Agriculture and Irrigation Minister
LWMP-01-0239	U Mann Mg Mg Nyan	ဦးမန်းမောင်မောင်ဉာဏ်	Pan Ta Naw Tsp	Ayeyawady	58	Male	Kayin	Buddhism	18-May-38	Education	First Pyithu Hluttaw	2010	2015	LWM-01-05-007	26-Oct-12	First Pyithu Hluttaw	Fifth Regular Session	Investigation of human rights abuses committed during unrest in Arakan State		Legislation	Scrutiny	Recorded	26-Oct-12	Lt-Gen Ko Ko	Home Minister
UPMP-01-0123	U Maung Aye Tun	ဦးမောင်အေးထွန်း	Rakhine State, Constituency (9)	Rakhine	USDP	Male	Rakhine	Buddhism	17-Nov-51	Law	First Amyotha Hluttaw	2010	2015	UP-01-03-019	23-Apr-12	First Amyotha Hluttaw	Third Regular Session	Prescribing the Act of crime	ပြစ်မှုဆိုင်ရာဥပဒေပုဒ်မ ၄၁၇ ၊ ၄၂၆ ၊ ၄၂၇ တို့၏ ပြစ်မှုပြစ်ဒဏ်များကို ပြင်ဆင်ပြဋ္ဌာန်းသင့်ပါကြောင်း ပြည်ထောင်စုအစိုးရ အား တိုက်တွန်းကြောင်း အဆိုတင်	Legislation	Legislation	Approved	25-Apr-12	U Mya Thein	Judge
UPMP-01-0123	U Maung Aye Tun	ဦးမောင်အေးထွန်း	Rakhine State, Constituency (9)	Rakhine	USDP	Male	Rakhine	Buddhism	17-Nov-51	Law	First Amyotha Hluttaw	2010	2015	UP-01-04-015	13-Aug-12	First Amyotha Hluttaw	Fourth Regular Session	Adoption of measures to tackle illegal immigration	ရခိုင်ပြည်နယ်၌ ၂၀၁၂ ခုနှစ်၊ ဇွန်လ အတွင်းက စတင်၍ဖြစ်ပွားခဲ့သည့် ဆူပူအကြမ်းဖက်မှုများကဲ့သို့ အကြမ်းဖက်မှုများ၊ မလိုလားအပ်သည့် ဖြစ်စဉ်များ ထပ်မံမဖြစ်ပွားစေရေးနှင့် နယ်စပ်ဒေသများမှ တရားမဝင် ဝင်ရောက်သူများ မရှိစေရေး၊ တရားမဝင် ဝင်ရောက်သူများကို ရှာဖွေဖော်ထုတ်၍ တည်ဆဲ ဥပဒေများနှင့်အညီ ထိရောက်စွာ အရေးယူရေးနှင့် ဒေသခံပြည်သူများ လုံခြုံစိတ်ချ အေးချမ်းစွာ နေထိုင်လုပ်ကိုင် စားသောက်နိုင်ရေးအတွက် လိုအပ်သည့် အစီအမံများကို ခေတ်ကာလ အချိန်အခါနှင့် ကိုက်ညီသည့် အစီအမံများ တိကျစွာရေးဆွဲပြဋ္ဌာန်း၍ ထိရောက်စွာ အကောင်အထည်ဖော် ဆောင်ရွက်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို 	Politics	Scrutiny	Unaccepted
LWMP-01-0209	U Maung Maung Swe	ဦးမောင်မောင်ဆွေ	Nam Sam Tsp	Shan	USDP	Male	Bamar	Buddhism	4-Sep-50	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-049	21-Oct-11	First Pyithu Hluttaw	Second Regular Session	Human resources development in IT sector	“မြန်မာနိုင်ငံ၏ IT ကဏ္ဍဖွံ့ဖြိုးတိုးတက်ရေးအတွက် လူသားအရင်းအမြစ်များ ဖွံ့ဖြိုးတိုးတက်ရေးနှင့် အစိုးရနယ်ပယ်တွင် IT ကို ကျယ်ပြန့်စွာ အသုံးပြုနိုင်ရေး”အဆို	Human Resource Development	Scrutiny	Approved	21-Oct-11	Dr Mya Aye	Education Minister
LWMP-01-0087	U Maung Maung Thein	ဦးမောင်မောင်သိန်း	Khayan Tsp	Yangon	USDP	Male	Bamar	Buddhism	1-Feb-46	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-02-012	30-Aug-11	First Pyithu Hluttaw	Second Regular Session	Free tax on the interest from buying of government treasury	“ငွေတိုက်စာချုပ်ဝယ်ယူစုဆောင်းငွေအပေါ်မှ ရရှိသည့်အတိုးအပေါ် ဝင်ငွေခွန်ကင်းလွတ်ခွင့်ရရှိရေး” အဆို	Taxation	Scrutiny	Approved
LWMP-01-0087	U Maung Maung Thein	ဦးမောင်မောင်သိန်း	Khayan Tsp	Yangon	USDP	Male	Bamar	Buddhism	1-Feb-46	Civil Service	First Pyithu Hluttaw	2010	2015	LWM-01-03-009	29-Feb-12	First Pyithu Hluttaw	Third Regular Session	Enforcing laws in vehicle licensing process		Administration	Scrutiny	Recorded	23-Mar-12	U Thant Shin + Dr Pwint Hsan	Deputy Rail Transportation Minister + Commerce Minister
LWMP-01-0294	U Maung Nyo	ဦးမောင်ညို	Sittwe Tsp	Rakhine	RNDP	Male	Rakhine	Buddhism	9-Oct-32	Education	First Pyithu Hluttaw	2010	2015	LWM-01-01-015	16-Mar-11	First Pyithu Hluttaw	First Regular Session	Leveling the electricity charges in cities where electricity supply is not equally distributed	“ မဟာဓာတ်အားလိုင်းများမှ လျှပ်စစ်ဓာတ်အား ရရှိထားပြီးသော တိုင်းဒေသကြီးများနှင့် ပြည်နယ်များနည်းတူ မရရှိသေးသည့် အချို့သော တိုင်းဒေသကြီးများနှင်‌့ ပြည်နယ်များ၌ မီတာခ နှုန်းထားများကို တစ်ပြေးညီနှုန်းထားအဖြစ် ကောက်ခံခြင်းပြုပါရန်” အဆို	Services	Scrutiny	Withdrawn	21-Mar-11	U Khin Maung Myint	Electric Power Minister
LWMP-01-0308	U Maung Oo	ဦးမောင်ဦး	Tat Kone Tsp	Mandalay	USDP	Male	Bamar	Buddhism	16-Jun-50	Military	First Pyithu Hluttaw	2010	2015	LWM-01-02-017	1-Sep-11	First Pyithu Hluttaw	Second Regular Session	Enforcement of public corporation law	“အများပိုင်ကုမ္ပဏီများကို ဥပဒေနှင့်အညီ စိစစ်ဆောင်ရွက်ခွင့်ပြုရေး”အဆို	Business	Scrutiny	Recorded	12-Sep-11	U Tin Naing Thein	National Planning and Economic Development Minister
UPMP-01-0118	U Maung Saw Phyu	ဦးမောင်စောဖြူ	Rakhine State, Constituency (4)	Rakhine	RNDP	Male	Rakhine	Buddhism	23-Jul-40	Education	First Amyotha Hluttaw	2010	2015	UP-01-04-014	9-Aug-12	First Amyotha Hluttaw	Fourth Regular Session	Administrative decentralization	ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် အခြေခံဥပဒေပုဒ်မ(၉၆)ကို ရည်ညွှန်းထားသည့် ပြည်ထောင်စုဥပဒေပြုစာရင်းဇယား(၁)တိုင်းဒေသကြီး/ပြည်နယ်တို့မှ ထုတ်လုပ်ထွက်ရှိသော စီးပွားရေး အကျိုးအမြတ်ရလဒ်များအား အနည်းဆုံး ၂၅ % ကို တိုင်းဒေသကြီး/ ပြည်နယ် အစိုးရတို့ကို ခွဲဝေပေးရေး ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို		Scrutiny	Approved
UPMP-01-0118	U Maung Saw Phyu	ဦးမောင်စောဖြူ	Rakhine State, Constituency (4)	Rakhine	RNDP	Male	Rakhine	Buddhism	23-Jul-40	Education	First Amyotha Hluttaw	2010	2015	UP-01-05-011	7-Nov-12	First Amyotha Hluttaw	Fifth Regular Session	Opening Arts & Culture College at Ethnic State	ပြည်ထောင်စုသမ္မတ မြန်မာနိုင်ငံတော်အတွင်းရှိ တိုင်းရင်းသားပြည်နယ်တို့တွင် ယဉ်ကျေးမှုနှင့် အနုပညာ ကောလိပ် (Arts and Culture College)ကျောင်း တစ်ကျောင်းစီ ဖွင့်လှစ်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Education	Scrutiny	Rejected	23-Nov-12	U Than Swe	Deputy Culture Minister
LWMP-01-0317	U Myint Oo	ဦးမြင့်ဦး	Thanatpin Tsp	Bago	NLD	Male	Bamar	Buddhism	13-Sep-56	Medicines	First Pyithu Hluttaw	2012	2015	LWM-01-10-004	5-Jun-14	First Pyithu Hluttaw	Tenth Regular Session	Plans for building Hospitals in All State and Region		Health	Scrutiny	Recorded	5-Jun-14	Dr. Than Aung	Deputy Health Minister
LWMP-01-0317	U Myint Oo	ဦးမြင့်ဦး	Thanatpin Tsp	Bago	NLD	Male	Bamar	Buddhism	13-Sep-56	Medicines	First Pyithu Hluttaw	2012	2015	LWM-01-11-003	1-Oct-14	First Pyithu Hluttaw	Eleventh Regular Session	Helping on the Victims from Gusty Raining and Flooding in their Lands		Agriculture	Representation	Recorded	1-Oct-14	U Khin Zaw	Deputy Agriculture and Irrigation Minister
LWMP-01-0266	U Myint Soe	ဦးမြင့်စိုး	Pyawbwe Tsp	Mandalay	USDP	Male	Bamar	Buddhism	5-Jun-56	Business	First Pyithu Hluttaw	2010	2015	CBM-01-04-003	23-Aug-12	First Pyidaungsu Hluttaw	Fourth Regular Session	Case of Constitutional Tribunal		Politics	Scrutiny	Approved	27-Aug-12	U Thein Soe	Constitutional Tribunal of the Union Chairman
UPMP-01-0015	U Myint Tun	ဦးမြင့်ထွန်း	Bago Region, Constituency (10)	Bago	USDP	Male	Bamar	Buddhism	29-Jun-50	Civil Service	First Amyotha Hluttaw	2010	2015	CBM-01-11-007	25-Nov-14	First Pyidaungsu Hluttaw	Eleventh Regular Session	To Meet President, Chief of Commender, NLD, Ethnics,and Htulttaws' Chairmen		Politics	Scrutiny	Approved	25-Nov-14	U Shwe Man	Patron of Union Htulttaw
UPMP-01-0015	U Myint Tun	ဦးမြင့်ထွန်း	Bago Region, Constituency (10)	Bago	USDP	Male	Bamar	Buddhism	29-Jun-50	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-018	31-Aug-11	First Amyotha Hluttaw	Second Regular Session	Amendment of various administrative laws	အဖွဲ့အစည်း(၉)ရပ်၊ ဝန်ကြီးဌာန (၁၅)ခုက စီမံခန့်ခွဲလျက်ရှိသော တည်ဆဲဥပဒေများမှ ဖျက်သိမ်း၊ ပြင်ဆင်၊ အသစ်ရေးဆွဲ သင့်သည့် ဥပဒေများကို ပြန်လည်စိစစ်ပြီး အရေးယူဆောင်ရွက်သွားရန် ပြည်ထောင်စု အစိုးရအား တိုက်တွန်းကြောင်းအဆို	Legislation	Scrutiny	Recorded	1-Sep-11	Dr Tun Shin	Union Attorney-General
UPMP-01-0015	U Myint Tun	ဦးမြင့်ထွန်း	Bago Region, Constituency (10)	Bago	USDP	Male	Bamar	Buddhism	29-Jun-50	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-02-021	1-Sep-11	First Amyotha Hluttaw	Second Regular Session	Making Vrigin Land into Agricultural Land	မြေလွတ်မြေရိုင်းများကို လယ်ယာမြေအဖြစ် တိုးချဲ့ဖော်ထုတ်ပေးရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်း အဆို	Agriculture	Scrutiny	Withdrawn	2-Sep-11	U Myint Hlaing	Agriculture and Irrigation Minister
UPMP-01-0015	U Myint Tun	ဦးမြင့်ထွန်း	Bago Region, Constituency (10)	Bago	USDP	Male	Bamar	Buddhism	29-Jun-50	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-03-011	29-Feb-12	First Amyotha Hluttaw	Third Regular Session	Point out and to support by concerned with responsible person to develop the Farmer Life	လယ်သမားများ၏ဘဝတိုးတက်ရေးအား အချိန်နှင့်တစ်ပြေးညီ ကူညီပံ့ပိုးဖြည့်ဆည်းပေးနိုင်ရန်အတွက် သက်ဆိုင်ရာတာဝန်ရှိ သူများအား လိုအပ်သလို လမ်းညွှန်ပံံ့ပိုးပေးပါရန် ပြည်ထောင်စုအစိုးရအား တိုက်တွန်း ကြောင်း အဆို	Social Welfare	Scrutiny	Unaccepted	29-Feb-12
UPMP-01-0015	U Myint Tun	ဦးမြင့်ထွန်း	Bago Region, Constituency (10)	Bago	USDP	Male	Bamar	Buddhism	29-Jun-50	Civil Service	First Amyotha Hluttaw	2010	2015	UP-01-03-015	9-Mar-12	First Amyotha Hluttaw	Third Regular Session	Emulating from other country system to perform Clean & Good Goverment System	အစိုးရဌာနများနှင့် နိုင်ငံ့ဝန်ထမ်းများကို ပြည်သူက ပိုမိုယုံကြည်အားကိုးမှု ရှိလာစေရန် ပြည်ပနိုင်ငံ အချို့၏ ကောင်းသောစနစ်များကို အတုယူဆောင်ရွက်ပြီး သန့်ရှင်းသောအစိုးရနှင့် ကောင်းမွန်သောစနစ်အတွက် အထောက်အကူ ဖြစ်စေရေး ပြည်ထောင်စုအစိုးရအား တိုက်တွန်းကြောင်းအဆို	Social Welfare	Scrutiny	Approved	12-Mar-12	U Soe Maung	President Office Minister
